nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
N137,2,2,2,1,1,1,2,0,4,0,0,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,3,4,0,1,4,2,0,1,0,1,0,0,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,4,2,1,1,0,1,1,2,0,0,0,2,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,1,1,0,1,0,1,0,1,1,1,2,2,1,0,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,3,0,1,4,0,0,0,0,2,0,1,0,3,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,4,1,0,3,2,1,0,2,0,0,0,0,1,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,2,2,0,3,1,5,0,1,0,0,0,0,4,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,7,0,1,0,0,1,0,2,0,1,0,0,0,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,6,1,0,1,1,0,1,1,1,1,0,1,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,2,0,2,1,0,0,0,1,3,0,1,2,0,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,1,0,0,3,3,1,0,1,0,0,0,1,2,4,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,5,3,0,2,1,0,0,0,0,0,0,2,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,3,1,2,0,0,1,1,3,1,2,0,0,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,0,1,1,1,1,0,1,1,1,1,1,1,1,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,3,2,3,1,1,0,0,1,0,0,1,2,3,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,4,1,0,2,0,0,0,1,1,1,0,2,1,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,0,0,1,2,1,0,2,2,0,3,1,0,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,0,2,1,1,1,0,1,1,1,2,0,2,3,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,3,0,0,2,1,0,0,0,1,1,0,0,2,0,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,3,0,1,1,1,0,0,2,2,1,0,1,0,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,2,0,2,2,0,0,0,0,2,0,1,2,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,1,1,0,1,1,6,1,2,0,1,1,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,1,2,1,3,1,1,1,0,1,0,0,1,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N160,0,0,0,2,1,0,0,1,1,1,3,2,0,1,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,0,1,1,0,2,0,2,0,0,1,2,3,1,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,1,0,1,2,1,0,2,1,0,3,3,1,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,0,0,0,2,2,2,0,1,0,2,1,2,0,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,0,2,0,1,1,2,1,2,1,0,2,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,4,2,2,1,0,0,1,0,1,0,1,2,3,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,1,1,1,0,2,0,1,1,1,1,1,1,1,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,1,1,0,2,1,0,1,1,0,0,2,1,1,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,0,1,1,1,0,1,2,0,2,0,3,3,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,4,1,1,1,2,0,0,2,0,0,0,1,3,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,1,0,4,1,2,1,0,1,2,0,0,2,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,1,0,1,2,1,0,0,0,2,1,1,1,1,0,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,1,2,0,0,1,1,0,2,1,1,2,0,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,2,2,3,1,1,1,1,1,4,1,0,0,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,1,0,1,2,1,0,1,1,2,0,1,0,2,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,1,2,0,1,0,0,1,1,1,0,3,2,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,2,1,2,2,2,1,1,1,1,1,0,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,0,1,1,0,3,1,1,0,0,4,0,2,0,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,2,1,3,1,2,1,1,0,3,0,1,1,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,3,1,0,4,0,0,1,0,2,0,0,0,3,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,0,2,1,0,2,1,2,1,1,2,0,2,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,2,1,2,1,0,1,2,1,0,2,3,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,0,0,2,0,1,3,0,3,0,2,1,1,0,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,1,3,0,1,2,2,2,1,1,2,0,0,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,4,1,2,2,1,0,1,0,3,0,0,0,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,0,2,0,2,0,2,1,1,1,0,0,3,3,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,1,1,1,1,2,0,0,2,0,2,1,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,0,0,1,0,1,0,4,1,1,2,1,2,0,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,1,2,0,1,1,3,1,2,1,2,1,0,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,0,1,0,1,1,1,2,0,2,2,1,3,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,1,0,1,2,0,2,1,1,2,1,2,0,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,2,0,2,0,0,0,2,1,3,2,0,2,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,4,1,1,1,0,0,2,1,1,1,0,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,0,2,0,2,0,2,0,2,1,0,0,1,3,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,0,0,2,1,0,0,0,1,1,0,1,5,2,1,4,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,0,3,2,0,3,1,0,2,1,2,0,0,0,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,2,1,2,1,0,0,1,0,3,0,4,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,3,0,6,1,1,0,0,0,4,1,0,0,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,1,1,1,3,2,0,0,2,0,1,0,1,1,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,3,2,1,1,1,1,2,0,3,0,1,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,5,1,1,1,0,0,0,0,0,0,0,2,1,0,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,1,1,1,2,1,0,2,2,0,1,1,1,2,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,2,0,3,0,0,0,2,1,2,3,1,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N203,2,1,1,1,1,0,1,0,0,2,2,3,3,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N204,4,0,3,1,2,1,0,0,3,1,1,0,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N205,4,1,1,3,1,0,1,1,1,1,0,0,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N206,4,1,0,1,0,5,0,2,0,0,0,0,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N207,3,3,2,1,2,1,1,1,1,1,0,1,1,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N208,0,1,2,3,2,1,0,0,0,0,0,2,4,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N209,5,2,0,1,0,1,2,1,2,1,0,0,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N210,4,1,1,0,3,2,0,1,0,1,0,1,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N211,1,0,1,2,0,0,1,0,1,0,3,3,1,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N212,0,2,0,2,0,0,1,2,1,1,0,0,2,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N213,1,0,0,4,1,0,0,1,1,0,0,0,2,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N214,5,2,1,3,0,1,0,2,1,0,0,0,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N215,2,1,2,1,1,1,0,1,3,0,1,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N216,1,3,1,1,3,3,1,0,1,1,0,1,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N217,1,0,3,2,0,0,1,0,5,1,2,0,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N218,6,0,0,5,0,0,0,0,0,0,0,0,5,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N219,2,1,2,3,1,0,0,2,2,1,0,0,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N220,3,3,1,0,2,0,2,1,1,1,0,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N221,6,1,1,0,2,1,2,0,1,0,0,2,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N222,4,2,2,2,2,0,0,1,0,1,0,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N223,5,0,3,2,0,1,0,1,3,1,1,0,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N224,5,2,1,0,0,0,1,1,2,1,1,2,0,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N225,1,2,0,1,0,0,0,5,0,0,0,0,2,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N226,1,3,0,4,2,0,1,0,1,0,0,0,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N227,4,1,1,3,1,1,0,2,1,0,0,0,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N228,0,0,3,0,2,2,1,1,0,2,0,3,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N229,1,4,0,0,1,2,2,4,1,0,0,0,0,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N230,0,1,1,1,1,0,1,1,0,0,0,3,1,3,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N231,0,0,0,0,0,0,2,2,0,2,1,2,0,1,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N232,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N233,0,1,0,2,2,3,0,3,0,0,0,0,2,4,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N234,0,0,0,1,0,0,1,1,0,0,1,3,0,2,1,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N235,0,1,1,1,1,4,2,0,1,1,0,2,0,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N236,3,1,1,2,0,0,0,0,2,0,0,2,2,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N237,2,1,5,1,1,1,0,0,3,0,0,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N238,1,3,1,1,2,0,0,1,2,0,0,2,0,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N239,3,0,2,2,0,0,0,1,0,0,4,0,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N240,0,1,1,0,0,0,0,3,0,1,3,3,2,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N241,1,0,0,1,0,0,1,1,0,1,2,2,1,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N242,1,0,0,4,1,0,1,1,1,1,0,1,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N243,1,0,2,2,1,1,2,0,3,1,1,1,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N244,0,0,0,3,0,1,0,3,0,0,0,1,3,3,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N245,5,1,1,2,2,2,1,0,0,0,0,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N246,1,3,2,0,3,0,1,1,0,0,0,3,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N247,3,2,2,0,2,0,0,1,2,0,2,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N248,2,4,1,1,1,0,1,1,2,0,1,1,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N249,5,0,3,2,0,0,0,0,1,0,1,1,2,0,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N250,1,2,1,1,4,2,0,1,0,2,0,0,0,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N251,5,0,1,2,1,1,0,1,0,0,0,1,1,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N252,1,1,1,1,1,1,1,2,0,1,0,2,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N253,1,1,1,1,0,2,2,1,3,0,2,1,0,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N254,0,1,1,0,1,2,2,0,2,1,1,2,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N255,0,1,1,2,1,0,0,1,0,0,1,0,3,1,0,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N256,4,0,0,4,0,0,0,2,0,0,0,0,5,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N257,0,3,0,1,1,0,2,2,1,2,3,0,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N258,4,1,1,1,1,0,0,0,4,0,5,0,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N259,0,0,3,2,0,0,0,0,5,0,3,1,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N260,1,0,2,2,2,2,0,0,0,1,1,2,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N261,0,1,1,1,1,1,1,2,1,1,2,1,1,3,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N262,1,1,0,3,3,2,1,0,0,1,1,0,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N263,0,0,0,4,0,0,0,3,2,1,1,0,2,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N264,0,0,2,2,1,0,1,0,1,0,3,2,1,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N265,0,1,1,1,2,3,2,1,0,0,0,2,2,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N266,1,2,2,0,2,3,0,2,0,2,0,0,2,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N267,2,2,2,1,1,0,1,0,2,0,1,2,3,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N268,0,1,1,1,2,2,0,2,0,1,1,2,1,4,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N269,3,2,1,3,1,1,0,2,1,0,0,0,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N270,2,1,1,1,1,1,1,2,2,0,0,0,2,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N271,2,1,0,2,1,0,0,2,0,0,0,1,4,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N272,2,0,1,1,0,1,1,1,1,0,3,3,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N273,4,2,1,2,1,0,0,1,1,1,1,0,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N274,6,1,0,1,1,0,0,1,0,0,0,0,3,0,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N275,4,1,0,3,0,2,0,1,1,0,0,0,3,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N276,2,1,2,1,4,2,0,1,0,0,1,1,0,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N277,4,0,2,1,0,0,1,2,1,1,1,0,1,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N278,1,1,0,3,0,1,2,0,4,0,1,0,0,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N279,1,0,2,1,2,3,0,0,0,3,2,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N280,0,1,0,2,1,1,1,1,3,0,2,1,0,2,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N281,0,0,0,2,1,2,2,1,1,2,1,1,0,2,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N282,0,0,0,3,2,0,1,2,1,1,2,0,1,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N283,4,1,3,1,1,0,0,1,2,1,0,0,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N284,2,1,3,2,1,0,0,1,2,0,1,0,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N285,1,3,1,0,3,3,0,1,0,0,0,1,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N286,4,2,3,0,1,1,0,0,2,0,0,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N287,1,1,1,1,2,4,0,2,0,1,0,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N288,1,1,1,1,0,1,2,1,2,0,0,1,2,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N289,0,2,1,0,1,1,1,4,1,1,0,2,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N290,3,1,1,0,1,0,3,2,1,3,0,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N291,7,1,2,0,0,0,0,1,2,0,1,1,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N292,6,0,0,3,0,0,0,0,0,0,0,0,3,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N293,2,2,1,0,1,0,1,2,2,0,0,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N294,1,1,0,2,0,0,2,3,0,2,0,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N295,4,1,0,2,3,0,0,0,0,1,0,0,1,0,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N296,0,0,0,0,0,0,2,0,0,1,5,2,0,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N297,0,1,1,0,0,0,1,4,1,2,0,1,1,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N298,1,2,0,2,2,3,0,2,0,0,0,0,1,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N299,0,0,0,2,0,4,0,2,0,0,1,0,2,0,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N300,1,0,1,3,0,0,1,2,1,2,1,0,2,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N301,2,0,0,1,0,0,1,1,0,1,1,1,2,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N302,0,0,1,2,1,4,0,1,1,0,0,1,1,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N303,4,1,3,0,3,0,0,1,1,3,1,0,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N304,3,1,0,2,2,1,0,0,0,2,0,0,2,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N305,3,0,1,2,1,0,0,0,1,0,0,1,2,1,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N306,2,0,2,0,0,0,1,1,0,1,2,3,3,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N307,2,1,1,2,1,1,0,0,2,0,1,1,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N308,1,1,0,2,1,2,1,0,1,0,1,2,1,0,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N309,4,0,3,2,0,0,0,0,3,0,1,2,2,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N310,3,2,0,3,1,0,0,3,0,0,0,0,3,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N311,3,1,0,3,1,1,0,1,0,0,0,0,3,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N312,0,0,1,0,1,0,2,2,1,1,0,3,0,3,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N313,7,1,1,2,1,0,0,2,0,1,0,0,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N314,1,2,2,0,0,0,1,2,2,0,1,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N315,2,1,0,3,1,0,0,0,0,0,0,1,2,0,1,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N316,1,2,0,1,2,1,0,3,1,0,0,1,0,3,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N317,1,1,2,0,0,0,2,2,2,0,2,2,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N318,2,1,1,1,0,2,0,3,1,1,0,0,0,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N319,2,1,0,3,1,0,1,0,1,0,1,1,2,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N320,0,2,0,0,0,2,1,2,2,1,0,2,0,0,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N321,0,0,1,1,1,2,0,2,1,2,1,1,0,1,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N322,0,0,1,1,1,1,1,1,0,1,4,2,2,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N323,0,0,0,1,0,1,1,1,1,2,1,2,0,1,2,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N324,2,0,1,1,0,0,0,0,3,0,3,3,0,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N325,1,2,0,3,1,1,1,2,0,2,0,0,3,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N326,0,0,2,1,0,0,1,0,1,0,4,3,2,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N327,5,0,0,1,1,2,2,0,0,2,2,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N328,1,3,0,1,1,2,1,2,1,1,0,0,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N329,2,0,1,2,0,0,1,1,3,0,2,1,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N330,0,0,0,3,0,2,0,2,1,0,1,0,2,2,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N331,2,1,1,2,2,0,0,1,1,1,0,1,2,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N332,3,0,2,3,1,0,0,0,1,1,0,1,2,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N333,1,2,1,3,0,0,1,1,1,0,1,1,4,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N334,2,3,1,1,2,0,1,1,0,1,0,2,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N335,0,0,1,1,0,0,0,2,0,2,1,3,1,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N336,0,2,1,0,1,1,1,2,1,0,3,1,0,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N337,3,2,2,1,1,0,1,0,1,0,2,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N338,1,0,3,3,0,0,0,0,3,0,0,1,3,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N339,4,0,1,2,1,0,0,0,1,1,2,2,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N340,3,0,2,0,1,1,0,1,1,0,1,1,2,1,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N341,0,2,0,1,1,2,0,1,1,1,4,0,1,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N342,1,0,2,1,0,0,1,1,1,1,2,3,0,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N343,0,1,0,0,1,2,1,1,1,0,1,2,0,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N344,3,1,2,1,1,0,1,0,3,0,0,2,0,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N345,2,0,3,1,1,0,1,1,1,1,2,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N346,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N347,0,1,2,0,2,1,2,0,1,2,2,2,0,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
