nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
P407,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.144,0.024,0.0,0.144,0.072,0.519,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P408,0.0,0.0,0.0,0.023,0.023,0.0,0.023,0.023,0.0,0.023,0.023,0.093,0.023,0.023,0.093,0.093,0.531,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P409,0.017,0.017,0.017,0.017,0.052,0.017,0.035,0.017,0.0,0.052,0.035,0.017,0.017,0.017,0.017,0.0,0.649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P410,0.0,0.0,0.0,0.029,0.0,0.029,0.029,0.059,0.0,0.029,0.0,0.0,0.029,0.059,0.0,0.327,0.404,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P411,0.0,0.017,0.0,0.017,0.017,0.034,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.034,0.069,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P412,0.052,0.035,0.017,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.052,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P413,0.035,0.071,0.017,0.0,0.035,0.035,0.035,0.035,0.0,0.053,0.0,0.0,0.035,0.0,0.0,0.0,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P414,0.0,0.017,0.017,0.017,0.017,0.0,0.035,0.053,0.0,0.053,0.053,0.0,0.035,0.017,0.0,0.035,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P415,0.022,0.0,0.022,0.022,0.022,0.134,0.044,0.022,0.0,0.044,0.0,0.022,0.022,0.044,0.0,0.022,0.552,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P416,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.072,0.0,0.024,0.265,0.516,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P417,0.0,0.0,0.046,0.0,0.015,0.0,0.062,0.0,0.015,0.046,0.062,0.031,0.015,0.015,0.0,0.0,0.688,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P418,0.021,0.021,0.021,0.021,0.0,0.021,0.042,0.021,0.0,0.0,0.0,0.063,0.042,0.042,0.021,0.084,0.577,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P419,0.081,0.02,0.02,0.04,0.02,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.04,0.594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P420,0.0,0.016,0.033,0.016,0.016,0.05,0.033,0.016,0.016,0.05,0.016,0.016,0.033,0.016,0.0,0.0,0.662,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P421,0.065,0.0,0.0,0.087,0.043,0.0,0.0,0.0,0.0,0.021,0.0,0.043,0.043,0.021,0.043,0.065,0.562,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P422,0.017,0.0,0.035,0.035,0.053,0.071,0.017,0.017,0.017,0.035,0.0,0.0,0.0,0.053,0.0,0.0,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P423,0.0,0.0,0.038,0.019,0.038,0.0,0.019,0.019,0.0,0.038,0.076,0.038,0.019,0.038,0.019,0.019,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P424,0.0,0.072,0.0,0.0,0.014,0.028,0.028,0.043,0.028,0.0,0.014,0.0,0.043,0.014,0.0,0.0,0.71,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P425,0.087,0.021,0.0,0.043,0.043,0.021,0.021,0.0,0.0,0.043,0.109,0.0,0.021,0.0,0.021,0.0,0.561,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P426,0.034,0.017,0.017,0.017,0.051,0.0,0.017,0.0,0.017,0.034,0.051,0.017,0.0,0.0,0.034,0.034,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P427,0.046,0.023,0.0,0.092,0.046,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.046,0.046,0.0,0.138,0.537,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P428,0.058,0.019,0.0,0.038,0.019,0.019,0.038,0.019,0.0,0.019,0.019,0.038,0.038,0.019,0.019,0.019,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P429,0.038,0.0,0.051,0.025,0.0,0.0,0.0,0.012,0.038,0.0,0.012,0.012,0.025,0.012,0.0,0.025,0.741,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P430,0.097,0.038,0.0,0.019,0.0,0.116,0.019,0.019,0.019,0.0,0.0,0.0,0.019,0.019,0.0,0.019,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P431,0.017,0.0,0.034,0.017,0.052,0.052,0.017,0.017,0.0,0.069,0.017,0.0,0.0,0.017,0.017,0.017,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P432,0.034,0.0,0.034,0.034,0.017,0.017,0.034,0.017,0.017,0.034,0.017,0.017,0.034,0.034,0.0,0.0,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P433,0.044,0.044,0.0,0.0,0.022,0.0,0.022,0.044,0.0,0.0,0.067,0.067,0.022,0.044,0.044,0.022,0.551,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P434,0.0,0.0,0.0,0.0,0.0,0.17,0.048,0.048,0.0,0.024,0.024,0.048,0.0,0.048,0.024,0.048,0.513,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P435,0.016,0.033,0.016,0.016,0.05,0.033,0.016,0.016,0.016,0.033,0.016,0.0,0.0,0.016,0.016,0.033,0.66,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P436,0.0,0.023,0.0,0.0,0.0,0.047,0.0,0.047,0.0,0.0,0.023,0.047,0.023,0.023,0.047,0.188,0.527,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P437,0.016,0.048,0.032,0.0,0.048,0.032,0.0,0.0,0.016,0.0,0.016,0.048,0.016,0.016,0.032,0.0,0.679,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P438,0.045,0.0,0.0,0.045,0.0,0.022,0.0,0.045,0.0,0.0,0.022,0.045,0.045,0.068,0.022,0.091,0.543,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P439,0.0,0.019,0.0,0.057,0.057,0.038,0.0,0.019,0.0,0.019,0.0,0.019,0.019,0.019,0.038,0.077,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P440,0.017,0.052,0.0,0.052,0.034,0.0,0.017,0.034,0.017,0.017,0.0,0.0,0.052,0.017,0.017,0.017,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P441,0.038,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.025,0.038,0.025,0.0,0.012,0.012,0.745,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P442,0.022,0.068,0.0,0.022,0.045,0.068,0.022,0.045,0.0,0.022,0.0,0.0,0.022,0.045,0.0,0.068,0.544,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P443,0.069,0.023,0.0,0.023,0.0,0.092,0.023,0.046,0.0,0.0,0.0,0.023,0.023,0.069,0.0,0.069,0.535,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P444,0.039,0.019,0.019,0.019,0.019,0.039,0.0,0.039,0.0,0.0,0.039,0.039,0.039,0.059,0.0,0.019,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P445,0.017,0.034,0.017,0.052,0.069,0.034,0.0,0.0,0.017,0.017,0.017,0.0,0.017,0.017,0.017,0.017,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P446,0.063,0.015,0.015,0.047,0.015,0.0,0.0,0.0,0.031,0.0,0.015,0.015,0.031,0.0,0.031,0.031,0.682,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P447,0.023,0.023,0.0,0.047,0.047,0.047,0.0,0.0,0.0,0.0,0.0,0.023,0.047,0.023,0.023,0.165,0.528,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P448,0.038,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.038,0.058,0.0,0.038,0.116,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P449,0.021,0.0,0.0,0.042,0.0,0.0,0.021,0.0,0.0,0.021,0.021,0.042,0.042,0.0,0.042,0.171,0.57,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P450,0.0,0.033,0.016,0.0,0.033,0.033,0.016,0.016,0.016,0.033,0.033,0.033,0.0,0.0,0.049,0.016,0.667,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P451,0.0,0.019,0.0,0.0,0.019,0.096,0.038,0.038,0.0,0.038,0.038,0.019,0.019,0.038,0.019,0.0,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P452,0.0,0.0,0.0,0.0,0.0,0.113,0.056,0.028,0.0,0.0,0.056,0.056,0.0,0.056,0.0,0.199,0.43,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P453,0.0,0.02,0.02,0.04,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.06,0.04,0.02,0.02,0.142,0.593,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P454,0.021,0.043,0.0,0.021,0.043,0.021,0.0,0.021,0.0,0.0,0.0,0.043,0.021,0.021,0.043,0.129,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P455,0.065,0.032,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.032,0.016,0.0,0.016,0.0,0.016,0.016,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P456,0.023,0.0,0.0,0.094,0.023,0.094,0.0,0.047,0.0,0.0,0.0,0.0,0.071,0.047,0.0,0.071,0.526,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P457,0.054,0.018,0.018,0.054,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.018,0.091,0.0,0.0,0.073,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P458,0.0,0.049,0.033,0.016,0.033,0.049,0.0,0.016,0.0,0.0,0.016,0.033,0.049,0.016,0.0,0.016,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P459,0.0,0.044,0.022,0.022,0.066,0.111,0.022,0.022,0.0,0.022,0.022,0.022,0.0,0.044,0.022,0.0,0.554,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P460,0.039,0.019,0.0,0.059,0.0,0.019,0.0,0.059,0.0,0.0,0.0,0.0,0.059,0.059,0.0,0.079,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P461,0.018,0.055,0.018,0.036,0.018,0.0,0.0,0.073,0.0,0.0,0.0,0.018,0.092,0.036,0.0,0.0,0.63,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P462,0.019,0.0,0.0,0.059,0.039,0.019,0.019,0.019,0.0,0.019,0.039,0.019,0.019,0.039,0.039,0.039,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P463,0.0,0.018,0.037,0.018,0.037,0.018,0.037,0.018,0.0,0.056,0.056,0.0,0.037,0.018,0.0,0.018,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P464,0.046,0.031,0.015,0.046,0.015,0.031,0.015,0.0,0.015,0.0,0.0,0.015,0.046,0.015,0.0,0.015,0.688,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P465,0.017,0.017,0.035,0.053,0.053,0.0,0.017,0.0,0.0,0.035,0.0,0.035,0.053,0.035,0.0,0.0,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P466,0.021,0.021,0.0,0.0,0.0,0.021,0.021,0.021,0.0,0.021,0.126,0.042,0.021,0.0,0.042,0.063,0.576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P467,0.0,0.0,0.0,0.021,0.021,0.042,0.0,0.063,0.0,0.021,0.021,0.021,0.0,0.042,0.042,0.127,0.576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P468,0.0,0.0,0.019,0.019,0.019,0.078,0.059,0.019,0.019,0.019,0.0,0.019,0.0,0.059,0.0,0.059,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P469,0.053,0.035,0.017,0.017,0.035,0.0,0.017,0.0,0.017,0.017,0.035,0.017,0.017,0.0,0.017,0.053,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P470,0.0,0.0,0.04,0.02,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.02,0.061,0.02,0.02,0.101,0.592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P471,0.02,0.0,0.02,0.062,0.02,0.041,0.0,0.02,0.0,0.02,0.062,0.02,0.041,0.02,0.02,0.041,0.583,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P472,0.019,0.019,0.019,0.0,0.019,0.058,0.038,0.019,0.0,0.038,0.019,0.038,0.019,0.019,0.019,0.038,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N1,0.017,0.035,0.035,0.0,0.071,0.0,0.0,0.017,0.0,0.035,0.053,0.017,0.0,0.035,0.017,0.017,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N2,0.024,0.0,0.0,0.024,0.024,0.146,0.024,0.097,0.0,0.0,0.0,0.0,0.0,0.146,0.0,0.0,0.511,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N3,0.04,0.02,0.0,0.04,0.04,0.04,0.0,0.04,0.0,0.02,0.02,0.0,0.02,0.06,0.02,0.04,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N4,0.057,0.038,0.0,0.019,0.019,0.019,0.019,0.038,0.0,0.038,0.0,0.019,0.038,0.0,0.038,0.038,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N5,0.02,0.041,0.0,0.0,0.02,0.041,0.062,0.02,0.0,0.062,0.041,0.0,0.02,0.02,0.0,0.062,0.582,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N6,0.0,0.039,0.0,0.0,0.039,0.059,0.059,0.0,0.0,0.059,0.019,0.059,0.0,0.019,0.039,0.0,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N7,0.0,0.037,0.018,0.0,0.037,0.037,0.055,0.0,0.018,0.037,0.0,0.055,0.0,0.018,0.037,0.018,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N8,0.0,0.0,0.0,0.02,0.02,0.0,0.061,0.0,0.0,0.061,0.041,0.082,0.0,0.02,0.082,0.02,0.587,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N9,0.039,0.059,0.0,0.019,0.039,0.059,0.039,0.019,0.0,0.039,0.0,0.019,0.039,0.0,0.019,0.0,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N10,0.0,0.018,0.055,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.111,0.055,0.074,0.0,0.0,0.018,0.628,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N11,0.054,0.036,0.018,0.036,0.036,0.0,0.0,0.018,0.0,0.018,0.0,0.054,0.054,0.0,0.036,0.0,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N12,0.0,0.017,0.017,0.034,0.017,0.052,0.034,0.034,0.017,0.0,0.017,0.017,0.034,0.052,0.0,0.0,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N13,0.021,0.021,0.0,0.0,0.021,0.042,0.021,0.042,0.0,0.042,0.021,0.064,0.0,0.042,0.064,0.021,0.571,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N14,0.018,0.018,0.036,0.0,0.018,0.055,0.018,0.036,0.0,0.018,0.018,0.036,0.036,0.055,0.0,0.0,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N15,0.0,0.052,0.017,0.0,0.017,0.017,0.017,0.052,0.0,0.017,0.069,0.017,0.052,0.0,0.0,0.017,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N16,0.0,0.019,0.039,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.059,0.059,0.059,0.0,0.019,0.118,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N17,0.018,0.0,0.018,0.036,0.018,0.055,0.018,0.0,0.0,0.018,0.018,0.036,0.036,0.018,0.018,0.055,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N18,0.021,0.021,0.0,0.0,0.043,0.087,0.021,0.087,0.0,0.021,0.0,0.021,0.0,0.087,0.021,0.0,0.562,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N19,0.0,0.0,0.0,0.042,0.021,0.0,0.042,0.0,0.0,0.021,0.042,0.063,0.021,0.042,0.021,0.106,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N20,0.0,0.017,0.017,0.0,0.017,0.0,0.034,0.0,0.034,0.034,0.139,0.017,0.0,0.0,0.034,0.0,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N21,0.017,0.052,0.035,0.0,0.052,0.035,0.0,0.0,0.0,0.017,0.017,0.035,0.017,0.0,0.017,0.052,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N22,0.018,0.018,0.0,0.018,0.037,0.037,0.018,0.037,0.0,0.037,0.018,0.037,0.0,0.037,0.037,0.018,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N23,0.056,0.037,0.018,0.018,0.037,0.0,0.018,0.037,0.0,0.018,0.018,0.018,0.037,0.037,0.0,0.018,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N24,0.019,0.038,0.038,0.019,0.076,0.0,0.019,0.019,0.0,0.038,0.0,0.019,0.019,0.038,0.0,0.038,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N25,0.036,0.036,0.018,0.0,0.036,0.036,0.018,0.036,0.0,0.018,0.0,0.036,0.018,0.036,0.018,0.018,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N26,0.02,0.0,0.0,0.041,0.02,0.02,0.0,0.062,0.0,0.041,0.0,0.02,0.02,0.041,0.062,0.062,0.585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N27,0.017,0.0,0.017,0.035,0.0,0.0,0.035,0.0,0.017,0.017,0.0,0.07,0.052,0.017,0.035,0.035,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N28,0.043,0.021,0.0,0.086,0.021,0.0,0.021,0.021,0.0,0.043,0.0,0.0,0.064,0.0,0.021,0.086,0.567,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N29,0.0,0.02,0.0,0.02,0.0,0.041,0.02,0.062,0.0,0.041,0.0,0.02,0.041,0.041,0.02,0.082,0.585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N30,0.085,0.021,0.0,0.021,0.021,0.0,0.0,0.042,0.021,0.0,0.0,0.021,0.0,0.063,0.042,0.085,0.574,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N31,0.0,0.057,0.0,0.019,0.019,0.057,0.038,0.019,0.019,0.019,0.057,0.019,0.019,0.019,0.019,0.0,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N32,0.0,0.0,0.022,0.022,0.0,0.022,0.044,0.066,0.0,0.044,0.066,0.0,0.044,0.044,0.0,0.066,0.553,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N33,0.0,0.0,0.02,0.041,0.02,0.02,0.02,0.02,0.0,0.02,0.0,0.041,0.041,0.062,0.02,0.083,0.581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N34,0.112,0.022,0.0,0.0,0.022,0.09,0.045,0.045,0.022,0.022,0.0,0.0,0.0,0.067,0.0,0.0,0.549,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N35,0.04,0.06,0.0,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.08,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N36,0.041,0.0,0.041,0.02,0.0,0.0,0.02,0.041,0.0,0.041,0.062,0.041,0.041,0.02,0.02,0.02,0.585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N37,0.0,0.023,0.0,0.0,0.0,0.046,0.046,0.046,0.0,0.023,0.0,0.046,0.023,0.046,0.023,0.138,0.539,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N38,0.0,0.0,0.037,0.0,0.0,0.018,0.0,0.056,0.0,0.037,0.037,0.056,0.037,0.0,0.056,0.037,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N39,0.0,0.04,0.02,0.02,0.04,0.08,0.0,0.04,0.02,0.0,0.0,0.02,0.02,0.06,0.02,0.02,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N40,0.017,0.071,0.0,0.0,0.053,0.035,0.017,0.017,0.0,0.035,0.0,0.017,0.017,0.0,0.035,0.035,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N41,0.0,0.051,0.0,0.0,0.034,0.068,0.051,0.0,0.0,0.051,0.017,0.017,0.017,0.0,0.0,0.034,0.656,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N42,0.041,0.062,0.0,0.02,0.041,0.083,0.041,0.02,0.0,0.041,0.0,0.0,0.041,0.02,0.0,0.0,0.583,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N43,0.036,0.018,0.0,0.018,0.036,0.036,0.018,0.036,0.0,0.055,0.0,0.018,0.018,0.0,0.055,0.018,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N44,0.037,0.0,0.018,0.018,0.037,0.037,0.037,0.0,0.0,0.037,0.037,0.018,0.0,0.018,0.018,0.056,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N45,0.058,0.039,0.0,0.019,0.039,0.019,0.019,0.019,0.0,0.039,0.058,0.0,0.019,0.0,0.039,0.019,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N46,0.052,0.052,0.035,0.035,0.052,0.0,0.017,0.0,0.0,0.017,0.0,0.017,0.052,0.0,0.0,0.017,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N47,0.0,0.019,0.0,0.0,0.0,0.038,0.038,0.038,0.0,0.057,0.057,0.019,0.019,0.0,0.038,0.057,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N48,0.018,0.018,0.018,0.018,0.018,0.036,0.018,0.018,0.0,0.018,0.018,0.054,0.036,0.0,0.036,0.036,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N49,0.0,0.023,0.023,0.0,0.046,0.046,0.0,0.023,0.0,0.0,0.115,0.046,0.0,0.046,0.023,0.069,0.536,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N50,0.039,0.0,0.019,0.039,0.019,0.079,0.019,0.019,0.0,0.019,0.0,0.039,0.059,0.019,0.019,0.0,0.602,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N51,0.0,0.037,0.018,0.0,0.018,0.018,0.018,0.074,0.0,0.037,0.0,0.018,0.037,0.037,0.0,0.056,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N52,0.019,0.0,0.038,0.019,0.019,0.019,0.0,0.038,0.0,0.038,0.057,0.019,0.038,0.019,0.019,0.038,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N53,0.0,0.0,0.017,0.107,0.0,0.0,0.017,0.017,0.017,0.035,0.0,0.0,0.107,0.0,0.017,0.017,0.642,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N54,0.0,0.022,0.0,0.022,0.0,0.044,0.022,0.044,0.022,0.022,0.0,0.044,0.022,0.0,0.067,0.112,0.551,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N55,0.0,0.0,0.0,0.0,0.022,0.113,0.045,0.022,0.0,0.022,0.091,0.045,0.0,0.045,0.022,0.022,0.544,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N56,0.044,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.156,0.066,0.0,0.0,0.066,0.066,0.553,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N57,0.0,0.0,0.0,0.0,0.0,0.119,0.047,0.047,0.0,0.047,0.0,0.023,0.0,0.047,0.023,0.119,0.523,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N58,0.064,0.0,0.021,0.0,0.0,0.042,0.021,0.042,0.0,0.064,0.042,0.042,0.0,0.021,0.064,0.0,0.572,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N59,0.015,0.047,0.0,0.031,0.031,0.031,0.015,0.015,0.015,0.0,0.015,0.0,0.031,0.015,0.0,0.047,0.682,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N60,0.0,0.0,0.037,0.0,0.0,0.037,0.018,0.056,0.0,0.074,0.018,0.018,0.037,0.0,0.037,0.037,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N61,0.054,0.036,0.018,0.018,0.073,0.018,0.0,0.0,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.036,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N62,0.076,0.057,0.038,0.019,0.076,0.019,0.0,0.019,0.0,0.038,0.0,0.0,0.019,0.019,0.0,0.0,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N63,0.014,0.042,0.028,0.0,0.014,0.028,0.014,0.014,0.014,0.014,0.028,0.014,0.042,0.0,0.0,0.014,0.716,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N64,0.099,0.039,0.019,0.0,0.039,0.0,0.0,0.039,0.0,0.019,0.0,0.019,0.039,0.0,0.019,0.059,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N65,0.0,0.019,0.0,0.038,0.0,0.019,0.019,0.076,0.0,0.038,0.0,0.0,0.057,0.019,0.038,0.057,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N66,0.014,0.014,0.043,0.014,0.028,0.014,0.014,0.014,0.028,0.0,0.028,0.028,0.014,0.028,0.0,0.0,0.712,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N67,0.053,0.0,0.017,0.0,0.0,0.0,0.07,0.035,0.035,0.053,0.053,0.0,0.0,0.035,0.0,0.0,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N68,0.0,0.0,0.022,0.0,0.044,0.112,0.044,0.044,0.0,0.044,0.0,0.022,0.0,0.067,0.0,0.044,0.551,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N69,0.0,0.039,0.019,0.039,0.039,0.0,0.019,0.019,0.0,0.019,0.039,0.058,0.039,0.019,0.039,0.0,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N70,0.022,0.022,0.0,0.0,0.022,0.159,0.022,0.022,0.0,0.022,0.0,0.022,0.0,0.022,0.022,0.09,0.545,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
