nameseq,A_A,A_C,A_G,A_U,C_A,C_C,C_G,C_U,G_A,G_C,G_G,G_U,U_A,U_C,U_G,U_U,label
N160,0,0,3,1,0,0,1,0,3,1,4,2,0,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,2,2,1,1,1,3,1,1,2,0,0,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,3,0,1,3,1,0,0,1,2,0,1,0,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,5,0,3,1,0,0,0,0,1,0,1,2,3,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,1,2,1,0,0,1,2,1,1,0,0,3,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,1,0,2,2,2,1,0,0,0,1,1,2,1,2,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,1,0,3,2,0,1,0,2,2,1,0,1,4,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,0,2,0,0,2,1,1,1,0,1,0,1,0,3,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,7,0,2,1,0,0,0,1,1,1,0,1,1,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,2,0,2,2,0,0,0,1,0,1,2,1,2,0,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,2,0,1,3,0,0,0,0,1,0,0,2,3,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,5,1,0,1,1,1,1,1,1,2,1,0,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,1,1,0,1,0,0,2,0,0,0,1,5,1,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,2,1,2,0,2,0,0,0,2,0,1,3,1,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,5,2,1,1,3,3,0,0,0,1,1,0,1,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,0,1,2,1,0,0,1,0,2,0,2,2,2,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,0,1,1,1,2,0,0,3,0,1,0,1,1,3,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,2,2,0,0,0,2,0,5,0,0,0,0,2,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,2,0,1,2,0,0,0,0,1,0,1,1,2,0,2,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,0,2,0,2,2,2,2,0,1,0,0,1,0,2,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,0,0,2,1,2,3,0,2,0,1,1,1,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,0,0,1,2,0,0,0,1,1,1,1,1,2,0,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,1,0,0,3,1,1,1,1,0,2,0,1,1,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,0,0,1,4,2,2,0,0,0,0,0,1,3,3,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,3,1,1,2,0,0,0,1,2,0,0,0,2,1,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,0,0,2,2,0,1,2,0,3,1,1,1,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,0,1,0,1,1,4,1,2,0,2,1,1,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,0,0,0,2,0,1,2,3,1,1,0,1,0,3,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,0,1,1,0,1,3,3,1,0,4,2,0,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,3,1,2,2,2,1,1,0,0,2,0,1,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,15,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,2,0,1,1,2,2,1,0,1,2,2,1,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,0,1,2,0,1,0,1,2,1,2,1,2,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,0,0,0,0,0,2,0,2,0,1,0,4,0,1,5,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,2,0,4,2,1,0,0,0,1,1,2,1,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,0,2,0,2,2,1,0,0,0,1,3,2,2,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,1,0,2,1,0,0,0,1,0,1,2,2,1,0,1,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,2,0,3,2,1,2,0,0,0,2,1,0,4,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,0,1,0,1,2,2,2,1,0,2,2,1,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,1,1,2,0,0,1,1,2,1,3,1,1,2,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,4,0,4,1,2,0,0,0,2,0,0,2,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,5,2,1,0,1,0,0,1,1,0,0,3,1,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,2,1,4,0,1,1,1,0,3,1,2,1,1,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N203,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N204,0,0,1,0,0,0,0,2,0,2,4,2,1,1,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N205,0,1,1,1,0,2,1,1,2,1,3,1,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N206,0,1,2,3,1,0,0,0,0,0,0,2,4,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N207,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N208,1,0,1,2,1,0,0,0,2,0,7,1,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N209,0,1,0,1,1,0,0,1,0,1,1,0,1,1,2,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N210,2,2,2,0,1,1,1,2,2,1,0,1,3,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N211,6,1,1,1,2,0,0,1,2,1,0,0,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N212,0,1,3,0,2,1,1,1,1,2,0,1,3,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N213,1,1,0,2,2,2,1,1,1,0,0,0,1,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N214,0,0,1,2,0,0,1,0,2,0,2,3,1,1,4,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N215,3,0,4,1,0,0,0,0,5,0,2,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N216,0,0,3,0,0,4,2,0,1,2,2,2,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N217,0,0,2,1,1,1,2,1,1,0,0,2,1,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N218,0,3,3,1,2,0,1,1,2,2,1,0,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N219,0,1,1,0,0,0,1,0,1,0,3,3,1,1,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N220,1,0,3,2,1,1,0,1,3,2,1,0,0,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N221,1,0,1,1,1,3,1,2,2,2,1,0,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N222,0,0,0,0,0,0,1,0,0,1,4,3,0,0,5,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N223,0,2,1,0,2,1,1,0,1,1,2,3,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N224,1,0,2,0,0,0,1,0,2,0,8,1,0,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N225,5,0,1,2,1,1,0,0,1,1,1,1,0,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N226,0,0,0,1,0,3,2,1,0,2,2,2,1,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N227,1,0,2,2,0,0,2,1,3,1,3,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N228,0,1,0,1,1,5,2,2,0,0,0,1,1,4,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N229,0,1,1,1,1,0,1,0,0,1,4,2,2,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N230,3,0,2,2,0,0,0,0,2,0,0,0,2,0,0,7,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N231,3,1,1,1,1,0,1,2,1,2,0,0,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N232,1,0,1,0,0,1,0,4,0,0,0,2,2,4,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N233,1,1,1,2,1,0,0,1,1,0,0,1,2,1,1,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N234,0,1,0,2,2,3,1,2,0,1,1,1,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N235,0,2,1,2,0,0,0,2,2,0,3,1,2,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N236,8,3,1,1,3,0,0,0,1,0,0,0,1,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N237,2,0,1,2,0,0,0,1,0,0,2,0,3,1,0,6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N238,2,2,2,2,1,0,1,0,3,1,0,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N239,0,2,0,2,2,3,3,0,2,0,0,1,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N240,2,1,1,1,0,0,2,2,1,1,3,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N241,2,1,2,0,0,0,0,2,3,1,0,0,0,0,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N242,4,0,1,1,0,0,2,0,1,2,4,0,2,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N243,1,1,1,2,1,1,0,2,1,1,0,1,1,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N244,1,1,2,1,0,0,2,2,1,1,0,3,1,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N245,1,0,0,3,2,1,0,0,1,1,1,2,0,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N246,0,0,0,3,0,0,3,0,1,1,2,2,1,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N247,0,0,2,3,1,1,2,0,1,3,0,1,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N248,0,0,3,2,0,0,0,0,4,0,4,1,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N249,3,0,1,1,0,0,2,1,1,1,1,2,0,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N250,1,4,0,0,3,0,1,3,0,1,0,0,0,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N251,2,2,3,1,0,1,1,0,3,0,2,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N252,8,2,1,1,3,1,0,0,1,0,0,0,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N253,0,0,1,2,0,0,1,0,2,2,1,2,0,1,4,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N254,1,0,4,1,1,0,0,1,3,1,0,2,0,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N255,3,1,0,2,1,0,1,1,0,0,1,2,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N256,3,0,2,0,2,3,1,1,0,2,1,1,0,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N257,1,1,1,1,1,1,0,4,0,1,0,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N258,0,0,0,1,0,0,2,3,1,3,3,0,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N259,4,0,2,1,0,0,1,0,3,1,2,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N260,3,0,1,0,0,0,0,0,0,0,3,3,2,0,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N261,4,0,2,0,1,0,1,1,0,0,1,2,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N262,2,0,4,0,0,0,1,0,3,1,3,1,1,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N263,1,0,1,2,1,4,1,2,0,2,0,1,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N264,1,0,0,4,2,0,0,3,0,1,0,0,3,4,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N265,1,2,1,0,2,5,0,2,1,1,1,0,0,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N266,1,1,0,1,1,2,4,1,0,3,0,1,1,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N267,3,1,2,1,1,1,2,0,2,1,1,0,1,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N268,1,0,6,1,1,0,0,0,2,1,0,2,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N269,0,1,1,2,3,1,1,0,1,2,0,1,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N270,1,1,1,1,2,0,1,2,0,2,2,1,0,2,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N271,5,0,1,2,0,0,0,0,0,0,0,3,1,0,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N272,3,2,1,1,1,0,0,2,1,0,2,1,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N273,1,0,1,2,2,3,0,0,1,2,1,1,1,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N274,0,2,0,2,1,3,1,1,1,0,0,1,2,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N275,0,1,1,1,1,1,3,1,2,3,2,0,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N276,5,2,0,2,0,0,0,1,0,0,0,1,2,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N277,0,2,0,1,0,1,2,3,2,1,1,0,0,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N278,2,1,1,3,1,2,1,0,0,0,1,2,2,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N279,2,1,0,3,2,2,0,2,0,0,0,0,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N280,0,1,4,2,3,1,0,0,3,0,1,0,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N281,0,0,1,1,0,1,3,1,1,1,1,2,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N282,0,0,1,0,0,0,0,2,1,1,1,2,1,2,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N283,2,0,2,2,0,1,2,0,3,1,0,0,2,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N284,4,0,2,1,0,0,0,1,0,0,0,3,4,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N285,0,0,1,2,1,6,0,2,0,1,0,0,1,3,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N286,2,0,3,1,2,0,0,0,1,2,1,2,1,0,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N287,1,1,2,1,0,0,0,3,2,0,1,0,2,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N288,2,0,1,0,0,0,1,0,0,1,2,3,1,0,3,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N289,0,0,1,2,1,1,1,2,0,0,1,2,1,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N290,2,1,1,0,2,2,1,2,0,3,0,1,0,2,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N291,1,0,2,2,2,0,1,1,1,1,0,3,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N292,0,0,0,0,0,5,0,4,0,0,0,0,0,4,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N293,1,1,1,1,0,0,2,1,1,1,1,1,3,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N294,5,0,6,0,0,0,0,0,4,0,1,1,1,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N295,2,2,2,0,1,0,1,1,1,0,2,2,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N296,4,1,1,1,2,1,0,0,1,0,1,1,0,1,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N297,3,0,2,3,3,0,0,1,1,1,0,0,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N298,2,1,0,2,0,1,2,1,1,1,0,1,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N299,0,2,1,1,2,0,1,0,0,1,2,3,1,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N300,3,1,0,0,1,0,0,2,0,1,3,1,2,1,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N301,1,0,2,1,0,0,0,0,2,0,5,3,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N302,1,0,3,0,2,2,0,1,0,2,1,2,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N303,1,0,1,2,1,0,0,1,0,0,1,3,1,2,2,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N304,0,1,1,1,0,1,0,1,0,1,6,1,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N305,6,1,1,2,0,1,0,1,1,0,1,1,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N306,0,1,0,0,0,0,1,3,0,0,0,1,1,2,0,9,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N307,0,0,2,1,0,0,2,1,2,1,0,3,2,1,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N308,0,2,1,1,1,2,1,0,1,0,1,3,0,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N309,1,2,0,2,2,2,0,2,1,1,0,0,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N310,3,0,1,2,0,0,0,1,0,0,0,2,4,0,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N311,0,1,3,0,1,2,1,2,1,2,2,1,1,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N312,4,4,1,0,2,2,0,2,0,0,0,0,2,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N313,4,1,0,1,0,1,0,2,1,2,2,1,1,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N314,2,2,1,1,1,0,1,1,0,1,2,2,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N315,4,0,0,2,1,0,0,2,0,2,1,1,0,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N316,3,0,3,1,1,0,0,0,2,1,1,2,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N317,0,0,1,3,1,0,0,0,0,1,1,1,2,0,3,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N318,3,0,3,1,2,1,1,1,2,2,1,0,0,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N319,1,3,1,1,2,1,2,0,1,2,0,0,2,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N320,2,3,1,1,2,0,3,0,3,0,0,0,0,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N321,5,2,1,3,1,0,0,1,0,0,1,0,3,0,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N322,4,2,0,1,0,1,0,2,0,0,0,2,3,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N323,1,0,2,2,0,1,1,2,2,0,0,0,2,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N324,5,0,1,3,2,1,0,1,0,1,0,0,1,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N325,3,2,1,1,1,0,0,3,3,0,0,0,0,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N326,2,2,1,1,3,3,0,1,1,1,0,0,1,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N327,0,0,1,0,0,0,2,1,0,0,1,3,1,4,0,5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N328,1,0,3,0,0,0,1,0,2,0,1,4,1,2,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N329,0,0,0,3,1,0,0,2,0,0,2,2,2,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N330,0,1,0,1,0,2,0,2,1,0,0,2,1,2,2,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N331,2,2,1,1,1,1,0,4,0,1,0,0,2,1,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N332,0,2,1,1,0,0,1,1,2,0,0,3,1,2,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N333,1,0,2,4,0,0,0,0,4,0,1,1,2,0,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N334,6,0,1,3,0,0,0,0,0,0,0,0,4,0,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N335,0,0,3,1,1,0,1,0,3,1,2,1,1,1,2,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N336,2,1,1,2,0,0,0,2,1,1,1,1,1,1,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N337,2,1,0,2,3,1,1,0,1,1,0,1,0,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N338,0,1,1,1,1,1,1,2,1,1,0,0,1,3,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N339,0,0,1,2,4,3,1,0,0,3,2,0,0,2,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N340,2,1,2,2,1,0,0,1,2,0,1,1,2,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N341,2,2,1,2,1,1,0,1,3,0,0,0,3,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N342,2,1,2,1,1,2,0,1,1,0,0,1,2,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N343,2,3,1,1,1,1,2,0,2,0,2,1,2,0,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N344,4,1,2,1,0,0,1,0,3,0,3,1,0,0,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N345,4,0,1,3,0,2,0,1,0,2,0,0,2,0,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N346,2,2,1,1,0,1,1,0,4,0,2,0,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N347,0,1,0,2,0,3,0,1,0,0,2,3,3,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N348,0,1,1,1,0,3,2,1,2,1,2,1,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N349,1,3,0,2,3,0,0,1,1,0,3,1,0,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N350,0,1,1,0,1,2,1,4,0,1,1,0,1,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N351,1,1,0,2,2,3,1,2,1,0,0,0,0,3,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N352,3,1,1,3,0,1,1,1,1,1,1,0,3,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N353,1,0,0,4,1,0,0,0,0,0,0,0,3,1,0,8,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N354,3,3,0,1,3,2,0,1,0,0,0,0,0,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N355,1,1,1,1,1,2,0,2,0,0,0,2,1,1,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N356,3,1,1,1,3,4,0,1,0,1,0,0,0,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N357,2,2,1,3,2,1,1,0,1,0,0,1,2,1,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N358,1,0,1,1,0,2,2,0,2,2,1,2,0,0,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N359,1,1,0,4,2,4,0,1,1,0,0,0,2,1,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N360,2,1,0,1,2,0,1,2,0,2,1,0,0,2,0,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N361,4,0,1,3,0,0,0,1,3,0,1,1,1,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N362,2,0,4,0,0,0,0,1,2,1,4,0,0,0,1,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N363,2,1,0,1,2,2,0,2,0,0,0,0,0,3,1,4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N364,2,2,0,1,2,0,1,1,2,0,1,1,0,1,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N365,2,1,1,0,0,0,2,1,2,0,0,2,1,3,1,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N366,5,1,1,2,2,1,1,0,1,1,0,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N367,1,2,0,2,2,1,0,2,1,0,0,1,2,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N368,1,2,0,1,1,2,1,3,2,0,0,0,0,2,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N369,3,0,2,3,0,0,0,0,2,0,0,3,3,0,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N370,0,0,2,2,2,1,1,1,2,2,0,1,1,1,2,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
