nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,label
N109,0.055,0.033,0.166,0.066,0.1,0.0,0.0,0.0,0.166,0.033,0.133,0.066,0.0,0.033,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,0.0,0.1,0.066,0.066,0.066,0.033,0.066,0.1,0.066,0.033,0.033,0.1,0.1,0.1,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,0.019,0.066,0.0,0.033,0.0,0.2,0.066,0.1,0.033,0.066,0.066,0.033,0.066,0.033,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,0.0,0.0,0.033,0.066,0.0,0.033,0.166,0.066,0.0,0.2,0.133,0.066,0.066,0.033,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,0.036,0.033,0.066,0.033,0.033,0.066,0.066,0.066,0.066,0.1,0.1,0.066,0.033,0.066,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,0.059,0.133,0.033,0.033,0.066,0.1,0.066,0.066,0.066,0.033,0.1,0.033,0.066,0.033,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,0.0,0.0,0.1,0.1,0.133,0.066,0.0,0.066,0.033,0.1,0.1,0.033,0.033,0.1,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,0.038,0.033,0.033,0.033,0.033,0.1,0.133,0.066,0.0,0.133,0.1,0.033,0.033,0.066,0.0,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,0.014,0.033,0.1,0.033,0.133,0.2,0.033,0.033,0.033,0.133,0.1,0.033,0.0,0.033,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,0.034,0.033,0.033,0.1,0.033,0.166,0.066,0.066,0.033,0.133,0.066,0.033,0.066,0.0,0.1,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,0.016,0.133,0.0,0.033,0.033,0.133,0.1,0.1,0.0,0.066,0.033,0.0,0.133,0.033,0.0,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,0.039,0.133,0.0,0.0,0.066,0.066,0.033,0.066,0.0,0.033,0.033,0.166,0.066,0.0,0.166,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,0.034,0.1,0.0,0.1,0.033,0.1,0.0,0.066,0.033,0.033,0.033,0.033,0.133,0.0,0.1,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,0.128,0.066,0.0,0.066,0.033,0.0,0.0,0.166,0.0,0.1,0.033,0.0,0.133,0.033,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,0.017,0.066,0.033,0.033,0.133,0.033,0.0,0.066,0.0,0.1,0.0,0.133,0.033,0.0,0.2,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,0.037,0.033,0.033,0.033,0.033,0.2,0.133,0.066,0.0,0.2,0.066,0.033,0.033,0.0,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,0.015,0.1,0.0,0.066,0.066,0.033,0.066,0.133,0.033,0.033,0.0,0.066,0.066,0.166,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,0.016,0.033,0.033,0.033,0.1,0.133,0.0,0.1,0.033,0.1,0.2,0.0,0.0,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,0.034,0.066,0.1,0.0,0.033,0.233,0.0,0.166,0.033,0.1,0.0,0.0,0.1,0.033,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,0.042,0.133,0.033,0.033,0.133,0.2,0.066,0.066,0.033,0.033,0.0,0.033,0.033,0.1,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,0.035,0.066,0.066,0.033,0.066,0.0,0.133,0.066,0.066,0.1,0.1,0.033,0.033,0.1,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,0.0,0.033,0.066,0.033,0.066,0.066,0.0,0.133,0.033,0.0,0.0,0.133,0.033,0.166,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,0.048,0.033,0.1,0.0,0.033,0.033,0.066,0.066,0.0,0.133,0.033,0.066,0.1,0.0,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,0.039,0.066,0.033,0.066,0.033,0.066,0.066,0.0,0.0,0.0,0.066,0.2,0.1,0.033,0.133,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,0.018,0.066,0.0,0.0,0.033,0.166,0.133,0.066,0.033,0.133,0.0,0.066,0.0,0.066,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,0.054,0.066,0.033,0.1,0.033,0.2,0.066,0.033,0.033,0.033,0.033,0.033,0.133,0.033,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,0.048,0.1,0.0,0.033,0.033,0.3,0.1,0.033,0.1,0.0,0.066,0.033,0.0,0.033,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,0.032,0.066,0.0,0.033,0.0,0.166,0.033,0.1,0.0,0.0,0.1,0.1,0.066,0.066,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N137,0.0,0.033,0.1,0.066,0.066,0.066,0.066,0.033,0.033,0.066,0.1,0.066,0.1,0.033,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,0.0,0.066,0.033,0.0,0.033,0.033,0.066,0.1,0.0,0.066,0.1,0.133,0.066,0.1,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,0.0,0.066,0.0,0.0,0.066,0.166,0.166,0.033,0.0,0.166,0.033,0.066,0.0,0.033,0.033,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,0.0,0.1,0.0,0.033,0.1,0.133,0.066,0.133,0.033,0.066,0.133,0.0,0.0,0.133,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,0.016,0.033,0.033,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.033,0.066,0.066,0.166,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,0.0,0.033,0.0,0.033,0.0,0.066,0.066,0.133,0.0,0.033,0.0,0.066,0.066,0.166,0.0,0.333,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,0.017,0.033,0.033,0.0,0.033,0.0,0.066,0.1,0.0,0.066,0.133,0.133,0.033,0.1,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,0.018,0.066,0.0,0.166,0.066,0.0,0.0,0.066,0.0,0.0,0.0,0.1,0.166,0.066,0.1,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,0.06,0.033,0.066,0.066,0.0,0.0,0.033,0.1,0.066,0.066,0.0,0.066,0.133,0.033,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,0.018,0.0,0.0,0.066,0.0,0.0,0.066,0.066,0.0,0.033,0.0,0.1,0.033,0.133,0.066,0.4,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,0.014,0.1,0.033,0.0,0.0,0.2,0.066,0.133,0.066,0.033,0.1,0.033,0.066,0.066,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,0.03,0.1,0.066,0.0,0.033,0.0,0.033,0.1,0.0,0.0,0.166,0.133,0.133,0.066,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,0.0,0.033,0.0,0.066,0.1,0.0,0.066,0.066,0.0,0.1,0.133,0.066,0.0,0.133,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,0.041,0.066,0.0,0.033,0.066,0.133,0.066,0.1,0.033,0.066,0.066,0.033,0.0,0.1,0.1,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,0.0,0.1,0.0,0.033,0.1,0.2,0.0,0.166,0.0,0.033,0.0,0.0,0.033,0.133,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,0.016,0.1,0.066,0.1,0.1,0.066,0.0,0.133,0.033,0.033,0.0,0.033,0.1,0.1,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,0.033,0.033,0.033,0.133,0.033,0.266,0.0,0.033,0.033,0.0,0.0,0.0,0.133,0.066,0.0,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,0.031,0.033,0.0,0.1,0.1,0.133,0.033,0.1,0.0,0.066,0.033,0.033,0.033,0.133,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,0.0,0.066,0.033,0.0,0.066,0.4,0.066,0.066,0.033,0.033,0.033,0.033,0.0,0.066,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,0.029,0.1,0.066,0.0,0.066,0.166,0.033,0.166,0.033,0.066,0.0,0.033,0.066,0.1,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,0.017,0.066,0.033,0.033,0.1,0.233,0.0,0.166,0.0,0.066,0.033,0.0,0.066,0.1,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,0.0,0.133,0.0,0.033,0.033,0.266,0.033,0.1,0.033,0.033,0.0,0.033,0.1,0.033,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,0.059,0.133,0.0,0.0,0.1,0.166,0.066,0.133,0.0,0.033,0.0,0.066,0.033,0.133,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N160,0.0,0.066,0.0,0.033,0.066,0.166,0.1,0.133,0.0,0.0,0.033,0.066,0.033,0.2,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,0.015,0.166,0.033,0.0,0.166,0.133,0.066,0.066,0.0,0.1,0.066,0.033,0.033,0.033,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,0.0,0.0,0.066,0.033,0.033,0.133,0.066,0.1,0.066,0.0,0.133,0.066,0.0,0.166,0.0,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,0.016,0.066,0.0,0.066,0.066,0.166,0.033,0.133,0.033,0.066,0.133,0.0,0.033,0.1,0.066,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,0.035,0.133,0.066,0.0,0.133,0.133,0.066,0.033,0.033,0.1,0.033,0.066,0.033,0.0,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,0.048,0.1,0.033,0.066,0.066,0.033,0.066,0.033,0.066,0.033,0.033,0.066,0.066,0.033,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,0.096,0.066,0.033,0.133,0.166,0.066,0.0,0.0,0.0,0.066,0.033,0.033,0.1,0.033,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,0.019,0.0,0.0,0.1,0.066,0.066,0.033,0.1,0.033,0.033,0.133,0.033,0.033,0.133,0.066,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,0.016,0.066,0.066,0.166,0.1,0.0,0.033,0.033,0.1,0.033,0.0,0.066,0.066,0.066,0.1,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,0.04,0.066,0.1,0.066,0.133,0.0,0.0,0.066,0.066,0.133,0.066,0.0,0.033,0.033,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,0.0,0.0,0.066,0.033,0.0,0.166,0.1,0.033,0.033,0.066,0.1,0.066,0.066,0.033,0.0,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,0.041,0.0,0.1,0.033,0.033,0.0,0.033,0.066,0.033,0.1,0.166,0.066,0.033,0.033,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,0.055,0.033,0.0,0.1,0.0,0.0,0.0,0.133,0.0,0.066,0.033,0.033,0.133,0.066,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,0.017,0.133,0.066,0.033,0.1,0.1,0.033,0.033,0.066,0.033,0.1,0.066,0.066,0.0,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,0.0,0.0,0.033,0.066,0.0,0.1,0.066,0.133,0.0,0.133,0.133,0.0,0.066,0.1,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,0.0,0.1,0.033,0.0,0.066,0.166,0.1,0.133,0.033,0.133,0.033,0.033,0.066,0.066,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,0.046,0.066,0.033,0.1,0.066,0.133,0.0,0.033,0.066,0.033,0.0,0.0,0.066,0.033,0.066,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,0.015,0.0,0.066,0.0,0.033,0.1,0.1,0.0,0.0,0.1,0.066,0.133,0.0,0.066,0.066,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,0.017,0.1,0.0,0.0,0.066,0.1,0.1,0.066,0.0,0.033,0.1,0.166,0.033,0.1,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,0.016,0.0,0.0,0.1,0.066,0.1,0.033,0.066,0.0,0.1,0.0,0.0,0.066,0.033,0.066,0.333,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,0.044,0.133,0.066,0.033,0.133,0.033,0.033,0.066,0.0,0.066,0.033,0.1,0.1,0.066,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,0.0,0.066,0.033,0.1,0.066,0.033,0.133,0.033,0.033,0.1,0.0,0.066,0.1,0.066,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,0.052,0.033,0.066,0.1,0.1,0.033,0.033,0.0,0.033,0.1,0.1,0.066,0.066,0.033,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,0.029,0.0,0.033,0.033,0.033,0.133,0.033,0.1,0.066,0.1,0.166,0.0,0.0,0.066,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,0.016,0.033,0.0,0.1,0.033,0.166,0.0,0.2,0.0,0.0,0.0,0.0,0.066,0.233,0.0,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,0.017,0.0,0.066,0.1,0.066,0.033,0.1,0.066,0.033,0.133,0.1,0.033,0.066,0.066,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,0.0,0.066,0.133,0.033,0.0,0.0,0.033,0.066,0.066,0.033,0.2,0.133,0.166,0.0,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,0.018,0.033,0.1,0.1,0.033,0.033,0.0,0.066,0.066,0.0,0.066,0.066,0.166,0.066,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,0.016,0.066,0.033,0.066,0.033,0.133,0.066,0.1,0.1,0.033,0.066,0.0,0.033,0.1,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,0.036,0.033,0.033,0.033,0.1,0.133,0.033,0.2,0.0,0.033,0.0,0.033,0.0,0.266,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,0.0,0.033,0.033,0.033,0.066,0.1,0.066,0.1,0.033,0.1,0.033,0.033,0.0,0.133,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,0.05,0.066,0.066,0.0,0.066,0.3,0.033,0.033,0.0,0.033,0.033,0.066,0.066,0.033,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,0.018,0.033,0.033,0.066,0.0,0.033,0.133,0.033,0.0,0.1,0.033,0.133,0.1,0.033,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,0.015,0.1,0.033,0.033,0.066,0.133,0.033,0.166,0.0,0.066,0.033,0.0,0.1,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,0.016,0.0,0.066,0.033,0.0,0.0,0.033,0.033,0.033,0.033,0.166,0.133,0.1,0.033,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,0.018,0.066,0.0,0.0,0.033,0.1,0.133,0.133,0.066,0.1,0.1,0.033,0.0,0.1,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,0.015,0.066,0.033,0.0,0.133,0.166,0.066,0.1,0.0,0.033,0.033,0.066,0.0,0.166,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,0.084,0.066,0.1,0.033,0.0,0.0,0.066,0.066,0.133,0.033,0.0,0.066,0.033,0.033,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,0.0,0.033,0.1,0.0,0.033,0.1,0.033,0.1,0.033,0.133,0.1,0.033,0.066,0.0,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,0.027,0.066,0.033,0.066,0.033,0.166,0.033,0.1,0.0,0.066,0.066,0.033,0.1,0.066,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,0.033,0.0,0.033,0.133,0.0,0.033,0.033,0.066,0.0,0.033,0.0,0.066,0.133,0.1,0.033,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,0.015,0.033,0.066,0.033,0.066,0.333,0.066,0.066,0.033,0.066,0.033,0.033,0.033,0.066,0.0,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,0.0,0.066,0.066,0.066,0.1,0.366,0.033,0.066,0.033,0.033,0.0,0.033,0.066,0.066,0.0,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N203,0.016,0.033,0.033,0.066,0.066,0.166,0.0,0.1,0.033,0.066,0.033,0.033,0.066,0.066,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N204,0.0,0.0,0.066,0.066,0.1,0.066,0.033,0.033,0.033,0.1,0.1,0.1,0.0,0.066,0.166,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N205,0.0,0.0,0.033,0.033,0.0,0.0,0.033,0.066,0.033,0.066,0.133,0.2,0.033,0.033,0.233,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N206,0.0,0.033,0.0,0.033,0.0,0.1,0.133,0.066,0.033,0.133,0.1,0.066,0.0,0.066,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N207,0.0,0.033,0.033,0.0,0.066,0.033,0.2,0.066,0.0,0.166,0.133,0.066,0.0,0.133,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N208,0.084,0.1,0.066,0.033,0.066,0.166,0.0,0.066,0.066,0.066,0.0,0.033,0.066,0.0,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N209,0.018,0.033,0.0,0.033,0.066,0.133,0.1,0.066,0.0,0.1,0.0,0.066,0.0,0.133,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N210,0.025,0.033,0.033,0.133,0.0,0.1,0.033,0.033,0.066,0.0,0.033,0.033,0.1,0.033,0.033,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N211,0.042,0.0,0.066,0.033,0.033,0.066,0.1,0.0,0.0,0.066,0.066,0.2,0.066,0.033,0.133,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N212,0.031,0.1,0.0,0.0,0.033,0.4,0.0,0.066,0.0,0.033,0.0,0.0,0.066,0.0,0.033,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N213,0.05,0.066,0.0,0.033,0.033,0.1,0.1,0.1,0.033,0.1,0.066,0.033,0.033,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N214,0.0,0.066,0.0,0.033,0.033,0.1,0.033,0.166,0.033,0.033,0.1,0.066,0.033,0.1,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N215,0.016,0.033,0.033,0.0,0.033,0.166,0.066,0.166,0.033,0.066,0.1,0.0,0.033,0.133,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N216,0.0,0.1,0.066,0.066,0.133,0.166,0.033,0.033,0.033,0.066,0.033,0.066,0.033,0.033,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N217,0.015,0.0,0.033,0.033,0.033,0.2,0.1,0.1,0.0,0.1,0.1,0.066,0.033,0.133,0.033,0.0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N218,0.051,0.1,0.0,0.033,0.066,0.2,0.066,0.033,0.0,0.0,0.0,0.133,0.066,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N219,0.047,0.1,0.033,0.066,0.133,0.166,0.033,0.066,0.066,0.0,0.0,0.033,0.0,0.133,0.033,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N220,0.055,0.0,0.033,0.1,0.033,0.066,0.033,0.166,0.066,0.066,0.066,0.0,0.033,0.133,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N221,0.058,0.033,0.0,0.133,0.033,0.066,0.066,0.0,0.033,0.033,0.1,0.066,0.066,0.033,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N222,0.037,0.066,0.0,0.1,0.066,0.033,0.1,0.066,0.033,0.066,0.0,0.066,0.066,0.1,0.033,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N223,0.018,0.0,0.033,0.1,0.033,0.066,0.033,0.066,0.0,0.033,0.0,0.1,0.1,0.066,0.066,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N224,0.0,0.033,0.0,0.033,0.066,0.066,0.1,0.066,0.0,0.166,0.066,0.033,0.0,0.066,0.1,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N225,0.099,0.1,0.066,0.033,0.1,0.0,0.033,0.033,0.033,0.033,0.033,0.033,0.066,0.0,0.0,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N226,0.014,0.066,0.1,0.066,0.133,0.066,0.0,0.1,0.033,0.066,0.0,0.033,0.066,0.1,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N227,0.0,0.1,0.0,0.066,0.066,0.166,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.133,0.0,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N228,0.014,0.033,0.1,0.066,0.1,0.133,0.033,0.033,0.033,0.066,0.0,0.066,0.066,0.066,0.066,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N229,0.016,0.033,0.066,0.1,0.033,0.166,0.033,0.066,0.066,0.0,0.033,0.066,0.1,0.1,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N230,0.018,0.0,0.066,0.1,0.033,0.066,0.033,0.0,0.033,0.033,0.1,0.133,0.1,0.0,0.1,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N231,0.036,0.1,0.0,0.0,0.033,0.166,0.1,0.1,0.0,0.066,0.0,0.1,0.066,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N232,0.017,0.0,0.0,0.066,0.0,0.1,0.033,0.1,0.033,0.0,0.033,0.066,0.0,0.166,0.066,0.3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N233,0.036,0.033,0.0,0.1,0.033,0.0,0.033,0.1,0.0,0.066,0.033,0.1,0.1,0.066,0.1,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N234,0.0,0.0,0.0,0.066,0.033,0.066,0.033,0.2,0.033,0.033,0.0,0.1,0.0,0.233,0.133,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N235,0.015,0.066,0.033,0.0,0.033,0.1,0.0,0.166,0.066,0.0,0.1,0.033,0.033,0.1,0.066,0.166,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N236,0.0,0.0,0.033,0.066,0.0,0.066,0.0,0.133,0.0,0.066,0.1,0.033,0.066,0.1,0.066,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N237,0.016,0.033,0.033,0.033,0.033,0.066,0.066,0.1,0.0,0.166,0.1,0.033,0.066,0.0,0.1,0.133,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N238,0.087,0.033,0.033,0.1,0.066,0.033,0.066,0.033,0.033,0.1,0.1,0.066,0.033,0.033,0.1,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N239,0.0,0.033,0.033,0.0,0.0,0.033,0.1,0.066,0.033,0.066,0.1,0.133,0.0,0.066,0.133,0.2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N240,0.047,0.0,0.033,0.066,0.066,0.133,0.033,0.033,0.033,0.033,0.066,0.033,0.0,0.1,0.033,0.233,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N241,0.04,0.033,0.033,0.066,0.033,0.033,0.1,0.066,0.033,0.1,0.1,0.1,0.066,0.066,0.066,0.033,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N242,0.014,0.033,0.066,0.033,0.066,0.0,0.033,0.033,0.066,0.066,0.066,0.066,0.0,0.033,0.133,0.266,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N243,0.0,0.066,0.066,0.0,0.033,0.166,0.133,0.066,0.0,0.133,0.033,0.066,0.066,0.033,0.033,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N244,0.0,0.066,0.033,0.066,0.033,0.133,0.033,0.133,0.033,0.1,0.0,0.033,0.066,0.066,0.1,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N245,0.05,0.0,0.1,0.0,0.066,0.1,0.066,0.066,0.0,0.1,0.066,0.1,0.033,0.1,0.033,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N246,0.037,0.066,0.066,0.066,0.033,0.066,0.066,0.066,0.066,0.0,0.066,0.066,0.1,0.1,0.0,0.1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N247,0.0,0.066,0.0,0.1,0.033,0.133,0.133,0.0,0.1,0.033,0.1,0.066,0.066,0.033,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N248,0.025,0.0,0.1,0.133,0.0,0.0,0.066,0.066,0.1,0.066,0.033,0.033,0.133,0.066,0.066,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N249,0.047,0.0,0.133,0.1,0.033,0.1,0.033,0.033,0.1,0.066,0.1,0.0,0.1,0.033,0.0,0.066,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
