nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
N93,0.024,0.037,0.0,0.012,0.012,0.062,0.037,0.037,0.012,0.024,0.0,0.024,0.024,0.024,0.012,0.024,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N94,0.0,0.0,0.014,0.044,0.029,0.147,0.029,0.014,0.014,0.029,0.0,0.0,0.014,0.059,0.0,0.044,0.557,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N95,0.0,0.013,0.013,0.0,0.013,0.0,0.026,0.013,0.0,0.026,0.026,0.105,0.013,0.013,0.092,0.039,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N96,0.012,0.012,0.012,0.0,0.012,0.087,0.037,0.049,0.012,0.037,0.012,0.012,0.012,0.049,0.012,0.0,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N97,0.0,0.012,0.012,0.0,0.012,0.088,0.025,0.05,0.012,0.062,0.0,0.012,0.0,0.012,0.05,0.025,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N98,0.0,0.013,0.013,0.0,0.013,0.08,0.053,0.053,0.013,0.066,0.0,0.013,0.0,0.053,0.013,0.013,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N99,0.022,0.0,0.033,0.011,0.011,0.033,0.022,0.011,0.011,0.033,0.033,0.033,0.022,0.011,0.011,0.033,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N100,0.02,0.01,0.04,0.02,0.02,0.01,0.02,0.01,0.03,0.02,0.0,0.02,0.02,0.02,0.01,0.03,0.698,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N101,0.06,0.048,0.012,0.012,0.048,0.06,0.012,0.012,0.0,0.012,0.0,0.024,0.024,0.0,0.012,0.024,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N102,0.022,0.044,0.011,0.011,0.033,0.044,0.022,0.011,0.022,0.0,0.022,0.011,0.011,0.011,0.011,0.044,0.664,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N103,0.012,0.012,0.012,0.024,0.037,0.037,0.037,0.024,0.012,0.061,0.049,0.0,0.0,0.012,0.037,0.0,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N104,0.055,0.041,0.0,0.0,0.013,0.041,0.013,0.055,0.0,0.027,0.041,0.0,0.027,0.013,0.013,0.069,0.585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N105,0.034,0.045,0.011,0.011,0.045,0.068,0.011,0.011,0.022,0.011,0.011,0.011,0.011,0.0,0.022,0.011,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N106,0.052,0.021,0.0,0.031,0.0,0.031,0.021,0.021,0.042,0.0,0.0,0.0,0.01,0.021,0.021,0.042,0.682,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N107,0.074,0.012,0.037,0.049,0.074,0.024,0.0,0.012,0.012,0.024,0.0,0.0,0.0,0.049,0.0,0.0,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N108,0.0,0.011,0.035,0.011,0.035,0.023,0.0,0.023,0.0,0.035,0.023,0.035,0.011,0.023,0.035,0.047,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N109,0.027,0.009,0.045,0.018,0.027,0.0,0.0,0.0,0.045,0.009,0.036,0.018,0.0,0.009,0.018,0.009,0.728,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N110,0.0,0.033,0.022,0.022,0.022,0.011,0.022,0.033,0.022,0.011,0.011,0.033,0.033,0.033,0.011,0.011,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N111,0.013,0.026,0.0,0.013,0.0,0.078,0.026,0.039,0.013,0.026,0.026,0.013,0.026,0.013,0.026,0.052,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N112,0.0,0.0,0.013,0.027,0.0,0.013,0.067,0.027,0.0,0.081,0.054,0.027,0.027,0.013,0.04,0.013,0.594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N113,0.022,0.011,0.022,0.011,0.011,0.022,0.022,0.022,0.022,0.033,0.033,0.022,0.011,0.022,0.033,0.011,0.669,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N114,0.031,0.041,0.01,0.01,0.02,0.031,0.02,0.02,0.02,0.01,0.031,0.01,0.02,0.01,0.02,0.0,0.686,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N115,0.0,0.0,0.036,0.036,0.049,0.024,0.0,0.024,0.012,0.036,0.036,0.012,0.012,0.036,0.024,0.024,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N116,0.026,0.013,0.013,0.013,0.013,0.04,0.053,0.026,0.0,0.053,0.04,0.013,0.013,0.026,0.0,0.053,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N117,0.012,0.012,0.036,0.012,0.048,0.072,0.012,0.012,0.012,0.048,0.036,0.012,0.0,0.012,0.024,0.0,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N118,0.024,0.012,0.012,0.036,0.012,0.061,0.024,0.024,0.012,0.049,0.024,0.012,0.024,0.0,0.036,0.0,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N119,0.012,0.049,0.0,0.012,0.012,0.049,0.037,0.037,0.0,0.024,0.012,0.0,0.049,0.012,0.0,0.062,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N120,0.025,0.05,0.0,0.0,0.025,0.025,0.012,0.025,0.0,0.012,0.012,0.063,0.025,0.0,0.063,0.037,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N121,0.024,0.036,0.0,0.036,0.012,0.036,0.0,0.024,0.012,0.012,0.012,0.012,0.048,0.0,0.036,0.06,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N122,0.095,0.027,0.0,0.027,0.013,0.0,0.0,0.068,0.0,0.04,0.013,0.0,0.054,0.013,0.027,0.027,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N123,0.013,0.027,0.013,0.013,0.054,0.013,0.0,0.027,0.0,0.04,0.0,0.054,0.013,0.0,0.081,0.054,0.594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N124,0.024,0.012,0.012,0.012,0.012,0.072,0.048,0.024,0.0,0.072,0.024,0.012,0.012,0.0,0.024,0.0,0.637,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N125,0.012,0.036,0.0,0.024,0.024,0.012,0.024,0.048,0.012,0.012,0.0,0.024,0.024,0.06,0.024,0.024,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N126,0.013,0.013,0.013,0.013,0.039,0.052,0.0,0.039,0.013,0.039,0.078,0.0,0.0,0.026,0.026,0.026,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N127,0.023,0.023,0.034,0.0,0.011,0.08,0.0,0.057,0.011,0.034,0.0,0.0,0.034,0.011,0.011,0.011,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N128,0.026,0.053,0.013,0.013,0.053,0.08,0.026,0.026,0.013,0.013,0.0,0.013,0.013,0.04,0.0,0.013,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N129,0.022,0.022,0.022,0.011,0.022,0.0,0.045,0.022,0.022,0.033,0.033,0.011,0.011,0.033,0.0,0.022,0.661,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N130,0.0,0.012,0.024,0.012,0.024,0.024,0.0,0.049,0.012,0.0,0.0,0.049,0.012,0.062,0.037,0.049,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N131,0.035,0.011,0.035,0.0,0.011,0.011,0.023,0.023,0.0,0.047,0.011,0.023,0.035,0.0,0.023,0.059,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N132,0.025,0.025,0.012,0.025,0.012,0.025,0.025,0.0,0.0,0.0,0.025,0.077,0.038,0.012,0.051,0.025,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N133,0.013,0.026,0.0,0.0,0.013,0.066,0.053,0.026,0.013,0.053,0.0,0.026,0.0,0.026,0.026,0.053,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N134,0.046,0.023,0.011,0.034,0.011,0.069,0.023,0.011,0.011,0.011,0.011,0.011,0.046,0.011,0.0,0.011,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N135,0.039,0.039,0.0,0.013,0.013,0.118,0.039,0.013,0.039,0.0,0.026,0.013,0.0,0.013,0.026,0.0,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N136,0.027,0.027,0.0,0.013,0.0,0.067,0.013,0.04,0.0,0.0,0.04,0.04,0.027,0.027,0.027,0.054,0.594,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N137,0.0,0.012,0.036,0.024,0.024,0.024,0.024,0.012,0.012,0.024,0.036,0.024,0.036,0.012,0.012,0.048,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N138,0.0,0.026,0.013,0.0,0.013,0.013,0.026,0.04,0.0,0.026,0.04,0.053,0.026,0.04,0.04,0.04,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N139,0.0,0.028,0.0,0.0,0.028,0.07,0.07,0.014,0.0,0.07,0.014,0.028,0.0,0.014,0.014,0.07,0.576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N140,0.0,0.038,0.0,0.012,0.038,0.051,0.025,0.051,0.012,0.025,0.051,0.0,0.0,0.051,0.012,0.012,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N141,0.014,0.014,0.014,0.0,0.0,0.084,0.0,0.084,0.0,0.0,0.014,0.028,0.028,0.07,0.014,0.056,0.577,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N142,0.0,0.016,0.0,0.016,0.0,0.032,0.032,0.064,0.0,0.016,0.0,0.032,0.032,0.081,0.0,0.162,0.512,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N143,0.013,0.013,0.013,0.0,0.013,0.0,0.026,0.039,0.0,0.026,0.052,0.052,0.013,0.039,0.039,0.052,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N144,0.013,0.026,0.0,0.065,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.039,0.065,0.026,0.039,0.065,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N145,0.045,0.011,0.022,0.022,0.0,0.0,0.011,0.034,0.022,0.022,0.0,0.022,0.045,0.011,0.034,0.034,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N146,0.015,0.0,0.0,0.03,0.0,0.0,0.03,0.03,0.0,0.015,0.0,0.046,0.015,0.061,0.03,0.184,0.538,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N147,0.012,0.037,0.012,0.0,0.0,0.074,0.024,0.049,0.024,0.012,0.037,0.012,0.024,0.024,0.012,0.012,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N148,0.025,0.038,0.025,0.0,0.012,0.0,0.012,0.038,0.0,0.0,0.064,0.051,0.051,0.025,0.0,0.038,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N149,0.0,0.013,0.0,0.026,0.039,0.0,0.026,0.026,0.0,0.039,0.053,0.026,0.0,0.053,0.039,0.053,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N150,0.026,0.026,0.0,0.013,0.026,0.053,0.026,0.04,0.013,0.026,0.026,0.013,0.0,0.04,0.04,0.026,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N151,0.0,0.041,0.0,0.013,0.041,0.083,0.0,0.069,0.0,0.013,0.0,0.0,0.013,0.055,0.027,0.055,0.582,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N152,0.011,0.034,0.022,0.034,0.034,0.022,0.0,0.045,0.011,0.011,0.0,0.011,0.034,0.034,0.011,0.022,0.658,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N153,0.027,0.013,0.013,0.054,0.013,0.109,0.0,0.013,0.013,0.0,0.0,0.0,0.054,0.027,0.0,0.068,0.589,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N154,0.029,0.014,0.0,0.044,0.044,0.059,0.014,0.044,0.0,0.029,0.014,0.014,0.014,0.059,0.044,0.014,0.553,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N155,0.0,0.026,0.013,0.0,0.026,0.16,0.026,0.026,0.013,0.013,0.013,0.013,0.0,0.026,0.0,0.04,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N156,0.023,0.034,0.023,0.0,0.023,0.057,0.011,0.057,0.011,0.023,0.0,0.011,0.023,0.034,0.0,0.011,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N157,0.013,0.027,0.013,0.013,0.04,0.095,0.0,0.068,0.0,0.027,0.013,0.0,0.027,0.04,0.013,0.013,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N158,0.0,0.049,0.0,0.012,0.012,0.099,0.012,0.037,0.012,0.012,0.0,0.012,0.037,0.012,0.024,0.037,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N159,0.042,0.056,0.0,0.0,0.042,0.07,0.028,0.056,0.0,0.014,0.0,0.028,0.014,0.056,0.014,0.0,0.579,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N160,0.0,0.027,0.0,0.013,0.027,0.069,0.041,0.055,0.0,0.0,0.013,0.027,0.013,0.083,0.0,0.041,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N161,0.012,0.061,0.012,0.0,0.061,0.049,0.024,0.024,0.0,0.037,0.024,0.012,0.012,0.012,0.0,0.024,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N162,0.0,0.0,0.024,0.012,0.012,0.048,0.024,0.036,0.024,0.0,0.048,0.024,0.0,0.061,0.0,0.048,0.633,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N163,0.012,0.025,0.0,0.025,0.025,0.064,0.012,0.051,0.012,0.025,0.051,0.0,0.012,0.038,0.025,0.0,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N164,0.021,0.043,0.021,0.0,0.043,0.043,0.021,0.01,0.01,0.032,0.01,0.021,0.01,0.0,0.021,0.01,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N165,0.038,0.038,0.012,0.025,0.025,0.012,0.025,0.012,0.025,0.012,0.012,0.025,0.025,0.012,0.038,0.038,0.619,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N166,0.064,0.025,0.012,0.051,0.064,0.025,0.0,0.0,0.0,0.025,0.012,0.012,0.038,0.012,0.025,0.012,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N167,0.013,0.0,0.0,0.039,0.026,0.026,0.013,0.039,0.013,0.013,0.052,0.013,0.013,0.052,0.026,0.052,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N168,0.011,0.022,0.022,0.056,0.034,0.0,0.011,0.011,0.034,0.011,0.0,0.022,0.022,0.022,0.034,0.022,0.659,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N169,0.031,0.021,0.031,0.021,0.042,0.0,0.0,0.021,0.021,0.042,0.021,0.0,0.01,0.01,0.031,0.01,0.682,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N170,0.0,0.0,0.027,0.013,0.0,0.068,0.041,0.013,0.013,0.027,0.041,0.027,0.027,0.013,0.0,0.095,0.589,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N171,0.022,0.0,0.034,0.011,0.011,0.0,0.011,0.022,0.011,0.034,0.056,0.022,0.011,0.011,0.034,0.045,0.659,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N172,0.04,0.013,0.0,0.04,0.0,0.0,0.0,0.053,0.0,0.026,0.013,0.013,0.053,0.026,0.04,0.08,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N173,0.01,0.042,0.021,0.01,0.031,0.031,0.01,0.01,0.021,0.01,0.031,0.021,0.021,0.0,0.01,0.031,0.681,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N174,0.0,0.0,0.013,0.027,0.0,0.041,0.027,0.055,0.0,0.055,0.055,0.0,0.027,0.041,0.013,0.055,0.585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N175,0.0,0.035,0.011,0.0,0.023,0.059,0.035,0.047,0.011,0.047,0.011,0.011,0.023,0.023,0.011,0.0,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N176,0.038,0.025,0.012,0.038,0.025,0.051,0.0,0.012,0.025,0.012,0.0,0.0,0.025,0.012,0.025,0.077,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N177,0.014,0.0,0.028,0.0,0.014,0.042,0.042,0.0,0.0,0.042,0.028,0.057,0.0,0.028,0.028,0.1,0.57,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N178,0.013,0.04,0.0,0.0,0.026,0.04,0.04,0.026,0.0,0.013,0.04,0.067,0.013,0.04,0.026,0.013,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N179,0.014,0.0,0.0,0.044,0.029,0.044,0.014,0.029,0.0,0.044,0.0,0.0,0.029,0.014,0.029,0.147,0.557,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N180,0.023,0.046,0.023,0.011,0.046,0.011,0.011,0.023,0.0,0.023,0.011,0.034,0.034,0.023,0.011,0.011,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N181,0.0,0.024,0.012,0.036,0.024,0.012,0.048,0.012,0.012,0.036,0.0,0.024,0.036,0.024,0.012,0.048,0.639,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N182,0.034,0.011,0.023,0.034,0.034,0.011,0.011,0.0,0.011,0.034,0.034,0.023,0.023,0.011,0.034,0.011,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N183,0.025,0.0,0.012,0.012,0.012,0.05,0.012,0.037,0.025,0.037,0.062,0.0,0.0,0.025,0.025,0.037,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N184,0.014,0.014,0.0,0.042,0.014,0.07,0.0,0.084,0.0,0.0,0.0,0.0,0.028,0.099,0.0,0.056,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N185,0.01,0.0,0.021,0.032,0.021,0.01,0.032,0.021,0.01,0.043,0.032,0.01,0.021,0.021,0.021,0.01,0.67,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N186,0.0,0.02,0.041,0.01,0.0,0.0,0.01,0.02,0.02,0.01,0.062,0.041,0.052,0.0,0.01,0.01,0.686,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N187,0.01,0.01,0.032,0.032,0.01,0.01,0.0,0.021,0.021,0.0,0.021,0.021,0.054,0.021,0.01,0.043,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N188,0.011,0.022,0.011,0.022,0.011,0.045,0.022,0.034,0.034,0.011,0.022,0.0,0.011,0.034,0.011,0.034,0.655,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N189,0.027,0.013,0.013,0.013,0.041,0.054,0.013,0.082,0.0,0.013,0.0,0.013,0.0,0.109,0.0,0.013,0.589,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N190,0.0,0.013,0.013,0.013,0.026,0.039,0.026,0.039,0.013,0.039,0.013,0.013,0.0,0.052,0.026,0.065,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N191,0.043,0.029,0.029,0.0,0.029,0.13,0.014,0.014,0.0,0.014,0.014,0.029,0.029,0.014,0.0,0.043,0.564,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N192,0.013,0.013,0.013,0.026,0.0,0.013,0.053,0.013,0.0,0.04,0.013,0.053,0.04,0.013,0.04,0.053,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N193,0.011,0.035,0.011,0.011,0.023,0.047,0.011,0.059,0.0,0.023,0.011,0.0,0.035,0.035,0.0,0.035,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N194,0.012,0.0,0.024,0.012,0.0,0.0,0.012,0.012,0.012,0.012,0.061,0.049,0.036,0.012,0.036,0.073,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N195,0.012,0.025,0.0,0.0,0.012,0.037,0.05,0.05,0.025,0.037,0.037,0.012,0.0,0.037,0.025,0.012,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N196,0.012,0.025,0.012,0.0,0.051,0.063,0.025,0.038,0.0,0.012,0.012,0.025,0.0,0.063,0.0,0.038,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N197,0.05,0.02,0.03,0.01,0.0,0.0,0.02,0.02,0.04,0.01,0.0,0.02,0.01,0.01,0.03,0.03,0.699,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N198,0.0,0.012,0.036,0.0,0.012,0.036,0.012,0.036,0.012,0.048,0.036,0.012,0.024,0.0,0.024,0.06,0.639,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N199,0.024,0.024,0.012,0.024,0.012,0.061,0.012,0.037,0.0,0.024,0.024,0.012,0.037,0.024,0.012,0.024,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N200,0.025,0.0,0.012,0.051,0.0,0.012,0.012,0.025,0.0,0.012,0.0,0.025,0.051,0.038,0.012,0.102,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N201,0.013,0.013,0.026,0.013,0.026,0.134,0.026,0.026,0.013,0.026,0.013,0.013,0.013,0.026,0.0,0.013,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N202,0.0,0.026,0.026,0.026,0.039,0.144,0.013,0.026,0.013,0.013,0.0,0.013,0.026,0.026,0.0,0.0,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N203,0.012,0.012,0.012,0.025,0.025,0.062,0.0,0.037,0.012,0.025,0.012,0.012,0.025,0.025,0.037,0.037,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N204,0.0,0.0,0.024,0.024,0.037,0.024,0.012,0.012,0.012,0.037,0.037,0.037,0.0,0.024,0.061,0.024,0.629,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N205,0.0,0.0,0.012,0.012,0.0,0.0,0.012,0.024,0.012,0.024,0.049,0.074,0.012,0.012,0.086,0.037,0.628,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N206,0.0,0.013,0.0,0.013,0.0,0.039,0.052,0.026,0.013,0.052,0.039,0.026,0.0,0.026,0.039,0.052,0.609,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N207,0.0,0.014,0.014,0.0,0.028,0.014,0.086,0.028,0.0,0.071,0.057,0.028,0.0,0.057,0.014,0.014,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N208,0.05,0.03,0.02,0.01,0.02,0.05,0.0,0.02,0.02,0.02,0.0,0.01,0.02,0.0,0.02,0.01,0.694,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N209,0.014,0.014,0.0,0.014,0.028,0.056,0.042,0.028,0.0,0.042,0.0,0.028,0.0,0.056,0.028,0.07,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N210,0.022,0.011,0.011,0.045,0.0,0.034,0.011,0.011,0.022,0.0,0.011,0.011,0.034,0.011,0.011,0.091,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N211,0.025,0.0,0.025,0.012,0.012,0.025,0.038,0.0,0.0,0.025,0.025,0.077,0.025,0.012,0.051,0.025,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N212,0.031,0.046,0.0,0.0,0.015,0.186,0.0,0.031,0.0,0.015,0.0,0.0,0.031,0.0,0.015,0.093,0.533,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N213,0.034,0.023,0.0,0.011,0.011,0.034,0.034,0.034,0.011,0.034,0.023,0.011,0.011,0.023,0.023,0.023,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N214,0.0,0.027,0.0,0.013,0.013,0.041,0.013,0.069,0.013,0.013,0.041,0.027,0.013,0.041,0.041,0.041,0.581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N215,0.012,0.012,0.012,0.0,0.012,0.064,0.025,0.064,0.012,0.025,0.038,0.0,0.012,0.051,0.0,0.038,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N216,0.0,0.037,0.025,0.025,0.05,0.063,0.012,0.012,0.012,0.025,0.012,0.025,0.012,0.012,0.025,0.025,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N217,0.013,0.0,0.013,0.013,0.013,0.081,0.04,0.04,0.0,0.04,0.04,0.027,0.013,0.054,0.013,0.0,0.593,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N218,0.045,0.045,0.0,0.015,0.03,0.09,0.03,0.015,0.0,0.0,0.0,0.06,0.03,0.03,0.03,0.03,0.549,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N219,0.035,0.035,0.011,0.023,0.047,0.059,0.011,0.023,0.023,0.0,0.0,0.011,0.0,0.047,0.011,0.011,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N220,0.034,0.0,0.011,0.034,0.011,0.023,0.011,0.058,0.023,0.023,0.023,0.0,0.011,0.046,0.023,0.011,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N221,0.04,0.013,0.0,0.054,0.013,0.027,0.027,0.0,0.013,0.013,0.04,0.027,0.027,0.013,0.04,0.054,0.591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N222,0.025,0.025,0.0,0.038,0.025,0.012,0.038,0.025,0.012,0.025,0.0,0.025,0.025,0.038,0.012,0.051,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N223,0.013,0.0,0.013,0.039,0.013,0.026,0.013,0.026,0.0,0.013,0.0,0.039,0.039,0.026,0.026,0.105,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N224,0.0,0.013,0.0,0.013,0.027,0.027,0.04,0.027,0.0,0.068,0.027,0.013,0.0,0.027,0.04,0.081,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N225,0.087,0.037,0.024,0.012,0.037,0.0,0.012,0.012,0.012,0.012,0.012,0.012,0.024,0.0,0.0,0.074,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N226,0.011,0.022,0.033,0.022,0.045,0.022,0.0,0.033,0.011,0.022,0.0,0.011,0.022,0.033,0.011,0.033,0.661,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N227,0.0,0.043,0.0,0.028,0.028,0.071,0.0,0.086,0.0,0.0,0.0,0.0,0.043,0.057,0.0,0.071,0.569,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N228,0.011,0.011,0.035,0.023,0.035,0.046,0.011,0.011,0.011,0.023,0.0,0.023,0.023,0.023,0.023,0.035,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
